Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Pass_Rate_Sem1,Pass_Rate_Sem2,Academic_Momentum,Academic_Fatigue,Grade_Trend,Avg_Grade,Total_Approved,Overall_Pass_Rate,Load_Change,Zero_Activity_Sem2,Financial_Stress,Dropout_Risk,Credit_Completion,Grade_x_PassRate,Sem2_Intensity,Enrollment_Stability,Active_No_Graduate
1,17,1,9147,1,1,118.0,1,19,19,9,9,122.2,0,0,0,1,0,0,19,0,0,5,11,3,10.666666666666666,0,0,5,9,4,10.25,0,11.1,0.6,2.02,2,0.6,0.8,0.48,0.20000000000000007,-0.4166666666666661,10.458333333333332,7,0.7,0,0,1,1.2,0.7,7.320833333333332,4.0,0.7999999999999999,1
1,17,6,9500,1,1,143.0,1,1,19,4,4,129.9,0,0,0,1,0,1,20,0,3,7,7,7,13.914285714285713,0,5,8,8,8,14.10625,0,11.1,0.6,2.02,2,1.0,1.0,1.0,0.0,0.19196428571428648,14.010267857142857,15,1.0,1,0,0,0.0,1.0,14.010267857142857,8.0,1.0,1
1,1,6,9500,1,1,133.0,1,3,3,1,1,126.2,1,0,0,1,0,0,19,0,0,7,9,7,13.761111111111113,0,0,8,11,7,12.82375,0,15.5,2.8,-4.06,2,1.0,0.875,0.875,-0.125,-0.9373611111111124,13.292430555555557,14,0.9333333333333333,1,0,1,1.125,0.9333333333333333,12.40626851851852,7.0,0.875,1
1,5,2,9853,1,1,122.0,1,19,19,4,5,112.6,1,0,0,1,0,0,22,0,0,6,10,5,12.6,0,0,6,9,4,11.25,0,12.7,3.7,-1.7,1,0.8333333333333334,0.6666666666666666,0.5555555555555556,-0.16666666666666674,-1.3499999999999996,11.925,9,0.75,0,0,1,1.3333333333333335,0.75,8.943750000000001,4.0,0.8333333333333333,1
1,1,1,9238,1,1,164.0,1,19,19,9,9,149.0,1,0,0,1,0,1,23,0,0,6,7,6,13.857142857142858,0,0,6,6,6,14.166666666666666,0,10.8,1.4,1.74,2,1.0,1.0,1.0,0.0,0.3095238095238084,14.011904761904763,12,1.0,0,0,0,0.0,1.0,14.011904761904763,6.0,1.0,1
2,39,1,9500,1,1,133.1,1,1,19,9,9,120.0,0,0,0,1,1,1,34,0,0,8,8,7,13.842857142857143,0,0,8,8,7,13.842857142857143,0,12.7,3.7,-1.7,2,0.875,0.875,0.765625,0.0,0.0,13.842857142857143,14,0.875,0,0,0,0.125,0.875,12.1125,7.0,1.0,1
1,1,3,9773,1,1,140.0,1,1,39,4,1,128.1,1,1,0,1,1,0,21,0,0,6,6,5,11.8,0,0,6,9,0,0.0,0,16.2,0.3,-0.92,0,0.8333333333333334,0.0,0.0,-0.8333333333333334,-11.8,5.9,5,0.4166666666666667,0,0,1,2.0,0.4166666666666667,2.4583333333333335,0.0,0.16666666666666663,1
1,39,1,9003,1,12,133.1,1,37,1,9,10,130.0,0,0,0,1,1,0,28,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,2.0,0.0,0.0,0.0,1.0,1
1,5,4,9119,1,1,115.0,1,19,37,4,6,113.3,1,0,0,1,1,0,23,0,0,5,7,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,2.0,0.0,0.0,0.0,1.0,1
1,1,1,9773,1,1,108.0,1,34,38,0,3,105.9,0,0,0,1,1,0,20,0,0,6,11,4,10.75,0,0,6,13,2,10.0,0,7.6,2.6,0.32,0,0.6666666666666666,0.3333333333333333,0.2222222222222222,-0.3333333333333333,-0.75,10.375,6,0.5,0,0,1,1.6666666666666667,0.5,5.1875,2.0,0.6666666666666667,1
1,18,2,9119,1,1,136.0,1,1,2,5,4,122.7,1,0,0,1,1,0,18,0,0,5,7,5,12.6,0,0,5,9,3,13.25,0,13.9,-0.3,0.79,0,1.0,0.6,0.6,-0.4,0.6500000000000004,12.925,8,0.8,0,0,1,1.4,0.8,10.340000000000002,3.0,0.6,1
1,39,2,9147,1,12,133.1,1,19,38,9,9,120.0,1,0,1,0,1,0,28,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,3,4.0,0.0,0.0,0.0,1.0,1
1,39,1,9670,1,1,133.1,1,38,19,9,8,122.9,0,0,1,0,1,0,25,0,0,6,7,3,14.0,0,0,6,9,2,14.5,0,13.9,-0.3,0.79,0,0.5,0.3333333333333333,0.16666666666666666,-0.16666666666666669,0.5,14.25,5,0.4166666666666667,0,0,3,3.666666666666667,0.4166666666666667,5.9375,2.0,0.8333333333333333,1
1,1,4,9500,1,1,128.0,1,1,1,4,10,125.2,1,0,0,1,1,1,18,0,0,7,7,7,14.682857142857143,0,0,8,9,8,15.055555555555555,0,12.4,0.5,1.79,2,1.0,1.0,1.0,0.0,0.3726984126984121,14.86920634920635,15,1.0,1,0,0,0.0,1.0,14.86920634920635,8.0,1.0,1
1,39,1,9119,1,3,130.0,1,1,38,90,90,143.4,0,0,0,1,1,0,29,0,0,3,3,0,0.0,3,0,5,0,0,0.0,0,10.8,1.4,1.74,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,1,2.0,0.0,0.0,0.0,1.0,1
1,39,1,9119,1,19,133.1,1,37,38,3,7,96.7,0,0,0,1,1,1,29,0,0,5,6,0,0.0,0,0,5,7,0,0.0,0,12.4,0.5,1.79,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1.0,0.0,0.0,0.0,1.0,1
1,18,1,9254,1,1,137.0,1,19,19,4,5,126.9,0,0,0,1,1,0,20,0,0,6,7,6,13.857142857142858,0,0,6,7,5,12.8,0,16.2,0.3,-0.92,2,1.0,0.8333333333333334,0.8333333333333334,-0.16666666666666663,-1.057142857142857,13.32857142857143,11,0.9166666666666666,0,0,1,1.1666666666666665,0.9166666666666666,12.217857142857143,5.0,0.8333333333333334,1
1,1,1,171,1,1,163.0,1,19,1,9,7,143.1,0,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,1,3.0,0.0,0.0,0.0,1.0,0
1,1,1,9254,1,1,125.0,1,1,1,191,193,114.5,0,0,0,1,1,0,20,0,0,6,8,6,13.142857142857142,0,0,6,7,6,12.5,0,8.9,1.4,3.51,2,1.0,1.0,1.0,0.0,-0.6428571428571423,12.821428571428571,12,1.0,0,0,1,1.0,1.0,12.821428571428571,6.0,1.0,1
2,39,1,9119,1,1,120.0,1,34,34,0,0,140.0,1,0,0,1,1,0,33,0,0,5,14,1,18.0,0,0,5,9,2,13.0,0,9.4,-0.8,-3.12,0,0.2,0.4,0.08000000000000002,0.2,-5.0,15.5,3,0.3,0,0,1,1.6,0.3,4.6499999999999995,2.0,0.8,1
1,42,1,9991,0,1,150.0,1,19,19,5,5,113.7,0,0,0,1,1,0,30,0,11,15,15,13,11.461538461538462,0,6,11,15,10,11.583333333333334,1,16.2,0.3,-0.92,2,0.8666666666666667,0.9090909090909091,0.7878787878787878,0.042424242424242364,0.12179487179487225,11.522435897435898,23,0.8846153846153846,-4,0,1,1.0909090909090908,0.8846153846153846,10.19292406311637,10.0,0.9575757575757576,1
1,1,1,9003,1,1,148.0,1,1,19,194,194,143.5,0,0,1,1,1,0,18,0,0,6,6,5,15.0,0,0,6,8,4,14.5,0,8.9,1.4,3.51,2,0.8333333333333334,0.6666666666666666,0.5555555555555556,-0.16666666666666674,-0.5,14.75,9,0.75,0,0,2,2.3333333333333335,0.75,11.0625,4.0,0.8333333333333333,1
1,1,1,9500,1,1,138.0,1,38,38,9,9,126.8,0,0,0,1,1,1,19,0,0,7,9,7,14.244444444444444,0,0,8,12,8,12.233333333333333,0,15.5,2.8,-4.06,2,1.0,1.0,1.0,0.0,-2.011111111111111,13.238888888888887,15,1.0,1,0,0,0.0,1.0,13.238888888888887,8.0,1.0,1
1,39,2,9556,1,1,130.0,1,19,19,4,5,100.0,0,0,0,1,1,1,25,0,0,7,7,2,10.0,0,0,7,7,0,0.0,0,15.5,2.8,-4.06,0,0.2857142857142857,0.0,0.0,-0.2857142857142857,-10.0,5.0,2,0.14285714285714285,0,0,0,1.0,0.14285714285714285,0.7142857142857142,0.0,0.7142857142857143,1
1,1,2,9670,1,1,135.0,1,19,19,7,10,121.4,0,0,0,1,1,0,19,0,0,5,7,3,12.333333333333334,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,2,0.6,1.0,0.6,0.4,-0.7333333333333343,11.966666666666667,8,0.8,0,0,1,1.0,0.8,9.573333333333334,5.0,0.6,1
1,17,2,9070,1,1,126.0,1,38,38,9,8,129.9,1,0,0,1,1,1,19,0,0,6,6,6,13.666666666666666,0,0,6,7,5,13.2,0,12.4,0.5,1.79,2,1.0,0.8333333333333334,0.8333333333333334,-0.16666666666666663,-0.4666666666666668,13.433333333333334,11,0.9166666666666666,0,0,0,0.16666666666666663,0.9166666666666666,12.313888888888888,5.0,0.8333333333333334,1
1,1,1,171,1,1,149.0,1,3,2,2,5,151.1,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,1,3.0,0.0,0.0,0.0,1.0,0
1,39,1,9003,1,1,110.0,1,19,37,9,6,120.0,0,0,1,0,1,0,31,0,0,6,15,1,11.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,0,0.16666666666666666,0.0,0.0,-0.16666666666666666,-11.0,5.5,1,0.08333333333333333,0,0,3,4.0,0.08333333333333333,0.4583333333333333,0.0,0.8333333333333334,1
1,39,1,9003,1,1,133.1,1,37,37,4,7,130.0,0,0,1,0,1,0,32,0,0,6,8,3,13.0,0,4,10,14,6,11.428571428571429,0,16.2,0.3,-0.92,0,0.5,0.6,0.3,0.09999999999999998,-1.5714285714285712,12.214285714285715,9,0.5625,4,0,3,3.4,0.5625,6.870535714285715,6.0,0.9,1
1,16,2,9500,1,1,127.0,1,2,38,4,9,119.0,1,0,0,1,0,1,19,0,0,8,12,7,12.599999999999998,0,0,8,12,7,12.599999999999998,0,10.8,1.4,1.74,2,0.875,0.875,0.765625,0.0,0.0,12.599999999999998,14,0.875,0,0,0,0.125,0.875,11.024999999999999,7.0,1.0,1
1,42,1,9773,1,6,120.0,1,34,34,0,0,122.0,1,0,0,1,0,0,34,0,8,10,11,10,12.2,0,5,10,12,9,12.333333333333334,0,7.6,2.6,0.32,2,1.0,0.9,0.9,-0.09999999999999998,0.13333333333333464,12.266666666666666,19,0.95,0,0,1,1.1,0.95,11.653333333333332,9.0,0.9,1
1,16,6,9773,1,1,136.0,1,38,14,0,0,129.7,1,0,0,1,0,0,21,0,0,6,6,6,13.166666666666666,0,0,6,6,6,13.0,0,7.6,2.6,0.32,2,1.0,1.0,1.0,0.0,-0.16666666666666607,13.083333333333332,12,1.0,0,0,1,1.0,1.0,13.083333333333332,6.0,1.0,1
1,43,2,9238,1,1,110.0,1,37,37,9,7,112.5,1,0,0,1,0,1,53,0,4,7,16,6,11.0,0,2,7,9,7,11.0,0,9.4,-0.8,-3.12,2,0.8571428571428571,1.0,0.8571428571428571,0.1428571428571429,0.0,11.0,13,0.9285714285714286,0,0,0,0.0,0.9285714285714286,10.214285714285715,7.0,0.8571428571428571,1
1,1,1,9500,1,1,136.0,1,19,19,4,7,136.0,0,0,0,1,0,1,19,0,0,7,7,7,14.014285714285714,0,0,8,8,8,15.35,0,13.9,-0.3,0.79,2,1.0,1.0,1.0,0.0,1.3357142857142854,14.682142857142857,15,1.0,1,0,0,0.0,1.0,14.682142857142857,8.0,1.0,1
1,1,3,9773,1,1,145.0,1,38,38,9,5,133.1,0,0,0,1,0,1,20,0,0,6,9,4,13.0,0,0,6,13,4,11.25,0,10.8,1.4,1.74,2,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.0,-1.75,12.125,8,0.6666666666666666,0,0,0,0.33333333333333337,0.6666666666666666,8.083333333333332,4.0,1.0,1
1,1,2,9773,1,1,159.0,1,1,19,9,9,151.3,1,0,0,1,0,0,18,0,0,6,6,6,14.0,0,0,6,6,6,14.666666666666666,0,10.8,1.4,1.74,2,1.0,1.0,1.0,0.0,0.6666666666666661,14.333333333333332,12,1.0,0,0,1,1.0,1.0,14.333333333333332,6.0,1.0,1
1,39,1,171,1,1,147.0,1,37,38,175,193,133.3,0,0,0,0,0,0,32,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,2,4.0,0.0,0.0,0.0,1.0,0
1,43,1,9500,1,1,150.0,1,37,37,9,9,130.8,1,0,0,1,0,1,21,0,0,8,8,7,14.428571428571429,0,0,8,8,7,14.428571428571429,0,12.7,3.7,-1.7,2,0.875,0.875,0.765625,0.0,0.0,14.428571428571429,14,0.875,0,0,0,0.125,0.875,12.625,7.0,1.0,1
1,7,1,8014,0,3,140.0,1,37,12,9,4,140.0,0,0,0,0,0,0,26,0,0,5,9,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,2,3.0,0.0,0.0,0.0,1.0,1
1,42,1,9085,1,39,150.0,1,1,1,4,7,150.0,1,0,0,1,0,0,26,0,11,18,45,18,11.833333333333334,10,9,13,27,13,12.461538461538462,5,15.5,2.8,-4.06,2,1.0,1.0,1.0,0.0,0.6282051282051277,12.147435897435898,31,1.0,-5,0,1,1.0,1.0,12.147435897435898,13.0,1.0,1
2,44,1,9991,0,39,130.0,1,1,37,4,9,130.0,0,0,0,0,0,0,21,0,0,5,12,3,11.333333333333334,0,0,5,10,1,13.0,0,15.5,2.8,-4.06,0,0.6,0.2,0.12,-0.39999999999999997,1.666666666666666,12.166666666666668,4,0.4,0,0,2,2.8,0.4,4.866666666666667,1.0,0.6000000000000001,1
1,17,1,9773,1,1,120.0,1,37,37,5,5,125.3,0,0,0,1,0,0,18,0,0,6,9,6,12.5,0,0,6,9,6,13.0,0,7.6,2.6,0.32,2,1.0,1.0,1.0,0.0,0.5,12.75,12,1.0,0,0,1,1.0,1.0,12.75,6.0,1.0,1
1,43,1,9070,1,39,130.0,1,19,37,5,9,124.0,1,0,0,1,0,1,21,0,4,12,12,12,13.333333333333334,0,5,12,12,11,12.545454545454543,0,15.5,2.8,-4.06,2,1.0,0.9166666666666666,0.9166666666666666,-0.08333333333333337,-0.7878787878787907,12.939393939393938,23,0.9583333333333334,0,0,0,0.08333333333333337,0.9583333333333334,12.400252525252524,11.0,0.9166666666666666,1
1,1,1,9254,1,1,112.0,1,38,19,9,5,113.8,1,0,0,1,0,0,21,0,0,6,10,6,10.833333333333334,0,0,6,10,4,11.0,0,7.6,2.6,0.32,1,1.0,0.6666666666666666,0.6666666666666666,-0.33333333333333337,0.16666666666666607,10.916666666666668,10,0.8333333333333334,0,0,1,1.3333333333333335,0.8333333333333334,9.097222222222223,4.0,0.6666666666666666,1
1,17,1,9670,1,1,128.0,1,19,19,7,7,124.4,0,0,0,1,0,1,19,0,0,6,6,6,13.0,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,2,1.0,1.0,1.0,0.0,1.0,13.5,12,1.0,0,0,0,0.0,1.0,13.5,6.0,1.0,1
1,43,2,9238,1,1,118.0,1,38,38,5,5,110.0,0,0,0,1,0,1,19,0,0,6,8,6,11.428571428571429,0,0,6,11,5,11.2,0,10.8,1.4,1.74,2,1.0,0.8333333333333334,0.8333333333333334,-0.16666666666666663,-0.22857142857142954,11.314285714285713,11,0.9166666666666666,0,0,0,0.16666666666666663,0.9166666666666666,10.37142857142857,5.0,0.8333333333333334,1
1,7,1,9500,1,3,130.0,1,37,38,7,7,130.0,1,0,0,1,0,0,27,0,0,8,8,8,12.8875,0,0,8,8,8,12.8875,0,9.4,-0.8,-3.12,2,1.0,1.0,1.0,0.0,0.0,12.8875,16,1.0,0,0,1,1.0,1.0,12.8875,8.0,1.0,1
1,1,2,9500,1,1,145.0,1,37,1,9,4,138.8,1,0,0,1,0,1,18,0,0,7,7,6,12.95,0,0,7,7,6,12.95,0,7.6,2.6,0.32,2,0.8571428571428571,0.8571428571428571,0.7346938775510203,0.0,0.0,12.95,12,0.8571428571428571,0,0,0,0.1428571428571429,0.8571428571428571,11.1,6.0,1.0,1
1,1,2,9147,1,1,121.0,1,19,19,9,9,126.3,1,0,0,1,0,0,20,0,0,5,12,1,10.0,2,0,5,5,0,0.0,0,12.7,3.7,-1.7,0,0.2,0.0,0.0,-0.2,-10.0,5.0,1,0.1,0,0,1,2.0,0.1,0.5,0.0,0.8,1
1,1,3,9500,1,1,114.0,1,1,1,5,5,114.5,1,0,0,1,0,1,19,0,0,7,7,7,13.094285714285714,0,0,8,8,8,12.55,0,12.4,0.5,1.79,2,1.0,1.0,1.0,0.0,-0.5442857142857136,12.822142857142858,15,1.0,1,0,0,0.0,1.0,12.822142857142858,8.0,1.0,1
1,1,4,9670,1,1,127.0,1,1,1,7,7,116.5,1,0,0,1,0,0,20,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,2.0,0.0,0.0,0.0,1.0,1
1,17,2,9238,1,1,145.0,1,19,38,7,6,128.6,1,0,0,1,0,1,19,0,0,6,12,5,11.714285714285714,0,0,6,11,6,11.0,0,12.7,3.7,-1.7,2,0.8333333333333334,1.0,0.8333333333333334,0.16666666666666663,-0.7142857142857135,11.357142857142858,11,0.9166666666666666,0,0,0,0.0,0.9166666666666666,10.410714285714286,6.0,0.8333333333333334,1
1,1,1,171,1,1,150.0,1,38,19,7,10,134.6,0,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,1,3.0,0.0,0.0,0.0,1.0,0
1,1,1,9853,1,1,145.0,1,37,37,9,5,146.8,0,0,0,1,0,0,18,0,0,6,6,6,13.166666666666666,0,0,6,6,6,13.333333333333334,0,7.6,2.6,0.32,2,1.0,1.0,1.0,0.0,0.16666666666666785,13.25,12,1.0,0,0,1,1.0,1.0,13.25,6.0,1.0,1
1,1,1,9085,1,1,128.0,1,19,1,5,4,135.7,1,0,0,1,0,0,20,0,0,5,7,4,12.75,0,0,5,5,5,13.4,0,10.8,1.4,1.74,2,0.8,1.0,0.8,0.19999999999999996,0.6500000000000004,13.075,9,0.9,0,0,1,1.0,0.9,11.7675,5.0,0.8,1
2,39,1,9991,0,1,140.0,1,37,37,9,9,120.0,0,0,0,0,0,0,38,0,0,5,6,5,10.6,0,0,5,9,2,11.0,0,12.7,3.7,-1.7,0,1.0,0.4,0.4,-0.6,0.40000000000000036,10.8,7,0.7,0,0,2,2.6,0.7,7.56,2.0,0.4,1
4,39,1,8014,0,1,130.0,1,37,37,9,7,138.0,0,0,0,1,0,0,42,0,0,6,8,5,11.2,0,0,6,6,6,12.0,0,8.9,1.4,3.51,2,0.8333333333333334,1.0,0.8333333333333334,0.16666666666666663,0.8000000000000007,11.6,11,0.9166666666666666,0,0,1,1.0,0.9166666666666666,10.633333333333333,6.0,0.8333333333333334,1
1,39,1,9500,1,1,140.0,1,37,37,9,6,135.5,0,0,0,1,0,0,32,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,1,2.0,0.0,0.0,0.0,1.0,1
1,15,1,9773,1,1,120.0,26,19,19,4,5,120.0,1,0,0,1,0,0,22,1,0,6,6,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,2,1.0,1.0,1.0,0.0,0.6666666666666661,13.333333333333332,12,1.0,0,0,1,1.0,1.0,13.333333333333332,6.0,1.0,1
2,39,1,9991,0,1,147.0,1,34,34,90,90,111.7,1,0,0,1,0,0,28,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,2.0,0.0,0.0,0.0,1.0,1
2,39,1,8014,0,9,133.1,1,37,37,8,10,100.0,1,0,0,1,0,0,37,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,2.0,0.0,0.0,0.0,1.0,1
2,44,1,9003,1,39,160.0,1,37,38,9,4,160.0,0,0,0,1,0,0,43,0,0,6,8,6,14.166666666666666,0,0,6,9,6,15.0,0,15.5,2.8,-4.06,2,1.0,1.0,1.0,0.0,0.8333333333333339,14.583333333333332,12,1.0,0,0,1,1.0,1.0,14.583333333333332,6.0,1.0,1
6,39,1,8014,0,1,133.1,1,37,1,9,7,114.8,0,0,0,1,0,1,41,0,0,6,10,5,12.833333333333334,0,0,6,6,6,12.333333333333334,0,13.9,-0.3,0.79,2,0.8333333333333334,1.0,0.8333333333333334,0.16666666666666663,-0.5,12.583333333333334,11,0.9166666666666666,0,0,0,0.0,0.9166666666666666,11.534722222222221,6.0,0.8333333333333334,1
4,39,1,8014,0,19,140.0,1,37,37,9,3,131.0,0,0,0,1,0,1,29,0,0,6,11,4,11.75,0,0,6,9,5,10.4,0,10.8,1.4,1.74,2,0.6666666666666666,0.8333333333333334,0.5555555555555556,0.16666666666666674,-1.3499999999999996,11.075,9,0.75,0,0,0,0.16666666666666663,0.75,8.306249999999999,5.0,0.8333333333333333,1
1,39,1,8014,0,1,133.1,1,37,37,9,9,97.0,0,0,0,1,0,1,35,0,0,6,8,6,10.833333333333334,0,0,6,7,6,11.5,0,10.8,1.4,1.74,2,1.0,1.0,1.0,0.0,0.6666666666666661,11.166666666666668,12,1.0,0,0,0,0.0,1.0,11.166666666666668,6.0,1.0,1
1,39,1,9500,1,19,133.1,1,37,37,9,6,120.0,0,0,0,0,0,1,39,0,0,7,14,3,11.5,0,0,7,9,2,10.5,0,16.2,0.3,-0.92,0,0.42857142857142855,0.2857142857142857,0.12244897959183672,-0.14285714285714285,-1.0,11.0,5,0.35714285714285715,0,0,1,1.7142857142857144,0.35714285714285715,3.928571428571429,2.0,0.8571428571428572,1
4,39,1,9991,0,1,120.0,1,37,37,9,9,110.0,0,0,0,1,0,0,37,0,0,5,14,2,10.0,0,0,5,7,3,11.333333333333334,0,12.7,3.7,-1.7,1,0.4,0.6,0.24,0.19999999999999996,1.333333333333334,10.666666666666668,5,0.5,0,0,1,1.4,0.5,5.333333333333334,3.0,0.8,1
1,39,1,9500,1,1,130.0,1,37,37,9,7,133.0,1,0,0,1,0,1,26,0,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,2,0.8571428571428571,0.8571428571428571,0.7346938775510203,0.0,0.0,13.7,12,0.8571428571428571,0,0,0,0.1428571428571429,0.8571428571428571,11.742857142857142,6.0,1.0,1
1,7,1,9085,1,3,140.0,1,19,20,4,90,140.0,1,0,0,1,0,0,32,0,0,5,8,1,14.0,2,0,5,12,0,0.0,4,10.8,1.4,1.74,0,0.2,0.0,0.0,-0.2,-14.0,7.0,1,0.1,0,0,1,2.0,0.1,0.7000000000000001,0.0,0.8,1
1,1,1,9238,1,1,133.1,1,19,37,0,0,137.0,1,0,0,1,0,0,19,0,0,6,10,0,0.0,4,0,6,0,0,0.0,0,7.6,2.6,0.32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,1,2.0,0.0,0.0,0.0,1.0,1
1,1,5,9147,1,1,125.0,1,37,38,7,7,122.2,1,0,0,1,0,0,18,0,0,5,9,1,11.0,0,0,5,9,2,12.5,0,7.6,2.6,0.32,1,0.2,0.4,0.08000000000000002,0.2,1.5,11.75,3,0.3,0,0,1,1.6,0.3,3.525,2.0,0.8,1
1,1,1,9853,1,1,115.0,1,19,38,9,9,108.0,0,0,0,1,0,1,19,0,0,7,10,6,13.0,0,0,7,7,7,13.285714285714286,0,12.4,0.5,1.79,2,0.8571428571428571,1.0,0.8571428571428571,0.1428571428571429,0.2857142857142865,13.142857142857142,13,0.9285714285714286,0,0,0,0.0,0.9285714285714286,12.204081632653061,7.0,0.8571428571428571,1
2,7,1,9670,1,3,110.0,1,37,37,7,7,110.0,0,0,0,1,0,0,32,0,4,11,15,8,13.6,0,2,8,10,8,15.11111111111111,0,13.9,-0.3,0.79,2,0.7272727272727273,1.0,0.7272727272727273,0.2727272727272727,1.511111111111111,14.355555555555554,16,0.8421052631578947,-3,0,1,1.0,0.8421052631578947,12.088888888888887,8.0,0.7272727272727273,1
2,39,1,9147,1,1,140.0,1,37,37,9,9,127.7,1,0,0,1,0,0,31,0,0,5,8,3,11.0,0,0,5,9,2,11.5,0,7.6,2.6,0.32,0,0.6,0.4,0.24,-0.19999999999999996,0.5,11.25,5,0.5,0,0,1,1.6,0.5,5.625,2.0,0.8,1
1,1,3,171,1,1,145.0,1,1,1,3,3,140.1,1,0,0,1,0,0,20,0,6,12,12,12,13.25,0,4,11,14,11,14.333333333333334,0,8.9,1.4,3.51,2,1.0,1.0,1.0,0.0,1.083333333333334,13.791666666666668,23,1.0,-1,0,1,1.0,1.0,13.791666666666668,11.0,1.0,1
1,39,1,9500,1,19,133.1,1,38,38,9,9,114.8,0,0,0,1,0,0,28,0,0,7,15,1,10.75,0,0,7,10,1,10.0,0,13.9,-0.3,0.79,0,0.14285714285714285,0.14285714285714285,0.02040816326530612,0.0,-0.75,10.375,2,0.14285714285714285,0,0,1,1.8571428571428572,0.14285714285714285,1.482142857142857,1.0,1.0,1
1,44,1,9991,0,39,150.0,1,37,37,6,6,150.0,0,0,0,1,0,0,31,0,2,6,8,6,12.0,0,2,7,8,7,13.428571428571429,0,9.4,-0.8,-3.12,1,1.0,1.0,1.0,0.0,1.4285714285714288,12.714285714285715,13,1.0,1,0,1,1.0,1.0,12.714285714285715,7.0,1.0,1
1,1,1,9773,1,1,145.0,1,19,38,4,10,131.7,1,0,0,1,0,0,18,0,0,6,7,6,12.666666666666666,0,0,6,8,4,12.25,0,7.6,2.6,0.32,1,1.0,0.6666666666666666,0.6666666666666666,-0.33333333333333337,-0.4166666666666661,12.458333333333332,10,0.8333333333333334,0,0,1,1.3333333333333335,0.8333333333333334,10.381944444444445,4.0,0.6666666666666666,1
4,39,1,8014,0,19,133.1,1,37,37,90,7,110.0,0,0,0,0,0,0,31,0,0,6,8,5,11.4,0,0,6,9,3,11.0,0,9.4,-0.8,-3.12,0,0.8333333333333334,0.5,0.4166666666666667,-0.33333333333333337,-0.40000000000000036,11.2,8,0.6666666666666666,0,0,2,2.5,0.6666666666666666,7.466666666666666,3.0,0.6666666666666666,1
